Date,Traded Companies,Stock Symbol,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.,Sector
2010-07-14,United Insurance Co. (Nepal) Ltd.,UIC,1,265.00,265.00,265.00,20.00,5300.00,253.00,12.00 ,Non Life Insurance
2010-07-15,United Insurance Co. (Nepal) Ltd.,UIC,7,273.00,268.00,270.00,24466.00,6663858.00,265.00,5.00 ,Non Life Insurance
2010-07-18,Sunrise Bank Limited,SRBL,5,260.00,255.00,255.00,330.00,85450.00,265.00,-10.00 ,Commercial Banks
2010-07-19,Universal Finance Ltd.,,3,192.00,192.00,192.00,84.00,16128.00,189.00,3.00 ,
2010-07-20,Supreme Development Bank Ltd.,,3,132.00,130.00,130.00,554.00,72244.00,132.00,-2.00 ,
2010-07-21,United Finance Ltd.,UFL,1,289.00,289.00,289.00,18.00,5202.00,294.00,-5.00 ,Finance
2010-07-22,United Finance Ltd.,UFL,4,284.00,274.00,274.00,99.00,27396.00,289.00,-15.00 ,Finance
2010-07-25,United Finance Ltd.,UFL,6,269.00,247.00,247.00,202.00,51527.00,274.00,-27.00 ,Finance
2010-07-26,United Finance Ltd.,UFL,6,243.00,227.00,227.00,163.00,38169.00,247.00,-20.00 ,Finance
2010-07-27,United Finance Ltd.,UFL,3,223.00,219.00,219.00,164.00,36348.00,227.00,-8.00 ,Finance
2010-07-28,United Finance Ltd.,UFL,1,216.00,216.00,216.00,50.00,10800.00,219.00,-3.00 ,Finance
2010-07-29,Sunrise Bank Limited,SRBL,14,260.00,255.00,255.00,1280.00,327810.00,257.00,-2.00 ,Commercial Banks
2010-08-01,Universal Finance Ltd.,,3,190.00,184.00,184.00,1584.00,292716.00,192.00,-8.00 ,
2010-08-02,Supreme Development Bank Ltd.,,1,129.00,129.00,129.00,110.00,14190.00,131.00,-2.00 ,
2010-08-03,Swabalamban Laghubitta Bittiya Sanstha Limited,SWBBL,2,410.00,410.00,410.00,183.00,75030.00,402.00,8.00 ,Microfinance
2010-08-04,Triveni Bikas Bank Limited,,3,354.00,343.00,343.00,96.00,33209.00,348.00,-5.00 ,
2010-08-05,Triveni Bikas Bank Limited,,4,337.00,325.00,325.00,64.00,21202.00,343.00,-18.00 ,
2010-08-08,Triveni Bikas Bank Limited,,6,320.00,305.00,305.00,195.00,60606.00,325.00,-20.00 ,
2010-08-09,Triveni Bikas Bank Limited,,1,300.00,300.00,300.00,92.00,27600.00,305.00,-5.00 ,
2010-08-10,Universal Finance Ltd.,,1,181.00,181.00,181.00,66.00,11946.00,184.00,-3.00 ,
2010-08-11,Triveni Bikas Bank Limited,,1,306.00,306.00,306.00,1350.00,413100.00,306.00,0.00 ,
