Date,Traded Companies,Stock Symbol,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.,Sector
2010-08-12,United Finance Ltd.,UFL,11,224.00,220.00,222.00,371.00,82646.00,216.00,6.00 ,Finance
2010-08-15,Universal Finance Ltd.,,8,178.00,176.00,176.00,204.00,36156.00,181.00,-5.00 ,
2010-08-16,United Finance Ltd.,UFL,9,226.00,223.00,223.00,367.00,82276.00,222.00,1.00 ,Finance
2010-08-17,Unilever Nepal Limited,UNL,3,4401.00,4231.00,4401.00,30.00,129470.00,4149.00,252.00 ,Manufacturing And Processing
2010-08-18,United Finance Ltd.,UFL,21,225.00,224.00,224.00,828.00,185535.00,223.00,1.00 ,Finance
2010-08-19,United Finance Ltd.,UFL,5,224.00,224.00,224.00,260.00,58240.00,224.00,0.00 ,Finance
2010-08-22,Universal Finance Ltd.,,3,173.00,167.00,167.00,667.00,113591.00,176.00,-9.00 ,
2010-08-23,Universal Finance Ltd.,,1,167.00,167.00,167.00,500.00,83500.00,167.00,0.00 ,
2010-08-26,Universal Finance Ltd.,,1,164.00,164.00,164.00,500.00,82000.00,167.00,-3.00 ,
2010-08-29,Universal Finance Ltd.,,1,167.00,167.00,167.00,81.00,13527.00,164.00,3.00 ,
2010-08-30,Swabalamban Laghubitta Bittiya Sanstha Limited,SWBBL,2,385.00,385.00,385.00,300.00,115500.00,390.00,-5.00 ,Microfinance
2010-08-31,Yeti Finance Ltd.,,1,278.00,278.00,278.00,460.00,127880.00,275.00,3.00 ,
2010-09-02,Yeti Finance Ltd.,,1,278.00,278.00,278.00,230.00,63940.00,278.00,0.00 ,
2010-09-05,Supreme Development Bank Ltd.,,5,121.00,120.00,120.00,1160.00,140210.00,121.00,-1.00 ,
2010-09-06,Yeti Finance Ltd.,,1,283.00,283.00,283.00,30.00,8490.00,278.00,5.00 ,
2010-09-07,Universal Finance Ltd.,,2,176.00,173.00,176.00,27.00,4701.00,170.00,6.00 ,
2010-09-08,Universal Finance Ltd.,,2,182.00,179.00,182.00,44.00,7906.00,176.00,6.00 ,
2010-09-09,Universal Finance Ltd.,,2,188.00,185.00,188.00,20.00,3730.00,182.00,6.00 ,
2010-09-12,Universal Finance Ltd.,,3,197.00,191.00,197.00,385.00,75755.00,188.00,9.00 ,
2010-09-13,Universal Finance Ltd.,,7,200.00,188.00,188.00,2375.00,463100.00,197.00,-9.00 ,
2010-09-14,United Insurance Co. (Nepal) Ltd.,UIC,1,268.00,268.00,268.00,10.00,2680.00,273.00,-5.00 ,Non Life Insurance
2010-09-15,Triveni Bikas Bank Limited,,3,270.00,265.00,265.00,122.00,32590.00,267.00,-2.00 ,
2010-09-16,United Finance Ltd.,UFL,1,220.00,220.00,220.00,32.00,7040.00,220.00,0.00 ,Finance
2010-09-19,Yeti Finance Ltd.,,1,278.00,278.00,278.00,100.00,27800.00,283.00,-5.00 ,
2010-09-20,Triveni Bikas Bank Limited,,2,260.00,260.00,260.00,23.00,5980.00,265.00,-5.00 ,
2010-09-21,Unilever Nepal Limited,UNL,1,4578.00,4578.00,4578.00,30.00,137340.00,4489.00,89.00 ,Manufacturing And Processing
2010-09-23,Triveni Bikas Bank Limited,,7,255.00,242.00,242.00,188.00,46701.00,260.00,-18.00 ,
2010-09-26,Triveni Bikas Bank Limited,,7,242.00,242.00,242.00,102.00,24684.00,242.00,0.00 ,
2010-09-27,United Finance Ltd.,UFL,3,224.00,222.00,222.00,111.00,24682.00,220.00,2.00 ,Finance
2010-09-28,Triveni Bikas Bank Limited,,4,245.00,242.00,245.00,173.00,42235.00,245.00,0.00 ,
2010-09-29,Triveni Bikas Bank Limited,,3,252.00,245.00,252.00,107.00,26458.00,245.00,7.00 ,
2010-09-30,Triveni Bikas Bank Limited,,10,268.00,257.00,259.00,695.00,181414.00,252.00,7.00 ,
2010-10-03,United Finance Ltd.,UFL,6,226.00,222.00,226.00,205.00,45965.00,222.00,4.00 ,Finance
2010-10-05,United Insurance Co. (Nepal) Ltd.,UIC,1,275.00,275.00,275.00,20.00,5500.00,268.00,7.00 ,Non Life Insurance
2010-10-06,United Insurance Co. (Nepal) Ltd.,UIC,4,290.00,283.00,290.00,24988.00,7246284.00,275.00,15.00 ,Non Life Insurance
2010-10-07,United Finance Ltd.,UFL,2,222.00,220.00,222.00,77.00,17060.00,221.00,1.00 ,Finance
2010-10-10,United Finance Ltd.,UFL,1,220.00,220.00,220.00,55.00,12100.00,222.00,-2.00 ,Finance
2010-10-11,Universal Finance Ltd.,,1,188.00,188.00,188.00,81.00,15228.00,188.00,0.00 ,
2010-10-12,Unilever Nepal Limited,UNL,1,4896.00,4896.00,4896.00,20.00,97920.00,4800.00,96.00 ,Manufacturing And Processing
2010-10-13,United Finance Ltd.,UFL,1,220.00,220.00,220.00,58.00,12760.00,220.00,0.00 ,Finance
2010-10-20,Suryadarshan Finance Company Limited,,12,333.00,333.00,333.00,120.00,39960.00,0.00,333.00 ,
2010-10-21,Yeti Finance Ltd.,,1,278.00,278.00,278.00,31.00,8618.00,278.00,0.00 ,
2010-10-24,Universal Finance Ltd.,,1,188.00,188.00,188.00,24.00,4512.00,188.00,0.00 ,
2010-10-25,United Insurance Co. (Nepal) Ltd.,UIC,3,295.00,295.00,295.00,51.00,15045.00,290.00,5.00 ,Non Life Insurance
2010-10-26,Yeti Finance Ltd.,,1,283.00,283.00,283.00,50.00,14150.00,278.00,5.00 ,
2010-10-27,Suryadarshan Finance Company Limited,,5,260.00,246.00,246.00,50.00,12610.00,273.00,-27.00 ,
2010-10-28,Suryadarshan Finance Company Limited,,4,234.00,222.00,222.00,40.00,9120.00,246.00,-24.00 ,
2010-10-31,United Finance Ltd.,UFL,3,220.00,220.00,220.00,190.00,41800.00,220.00,0.00 ,Finance
2010-11-02,Zenith Finance Limited,,2,396.00,389.00,389.00,20.00,7850.00,0.00,389.00 ,
2010-11-03,United Finance Ltd.,UFL,3,219.00,216.00,216.00,1032.00,223008.00,220.00,-4.00 ,Finance
2010-11-04,Suryadarshan Finance Company Limited,,131,188.00,180.00,188.00,2520.00,460370.00,181.00,7.00 ,
2010-11-09,United Finance Ltd.,UFL,2,216.00,212.00,212.00,992.00,214100.00,216.00,-4.00 ,Finance
2010-11-10,Zenith Finance Limited,,2,370.00,370.00,370.00,20.00,7400.00,389.00,-19.00 ,
2010-11-11,Zenith Finance Limited,,1,352.00,352.00,352.00,20.00,7040.00,370.00,-18.00 ,
2010-11-14,United Finance Ltd.,UFL,1,214.00,214.00,214.00,32.00,6848.00,214.00,0.00 ,Finance
2010-11-15,Zenith Finance Limited,,1,335.00,335.00,335.00,20.00,6700.00,352.00,-17.00 ,
2010-11-16,Suryadarshan Finance Company Limited,,127,186.00,181.00,182.00,2180.00,403310.00,186.00,-4.00 ,
2010-11-18,Zenith Finance Limited,,1,319.00,319.00,319.00,10.00,3190.00,335.00,-16.00 ,
2010-11-21,Zenith Finance Limited,,10,313.00,288.00,288.00,230.00,68720.00,319.00,-31.00 ,
2010-11-22,Triveni Bikas Bank Limited,,1,223.00,223.00,223.00,10.00,2230.00,226.00,-3.00 ,
2010-11-23,Udhyam Bikas Bank Limited,,1,310.00,310.00,310.00,10.00,3100.00,318.00,-8.00 ,
2010-11-24,Zenith Finance Limited,,13,283.00,260.00,260.00,180.00,48190.00,288.00,-28.00 ,
2010-11-25,Zenith Finance Limited,,10,255.00,234.00,234.00,100.00,24080.00,260.00,-26.00 ,
2010-11-28,Zenith Finance Limited,,34,230.00,211.00,211.00,450.00,95500.00,234.00,-23.00 ,
2010-11-29,Zenith Finance Limited,,421,211.00,196.00,210.00,6850.00,1421980.00,211.00,-1.00 ,
2010-11-30,Zenith Finance Limited,,199,213.00,207.00,211.00,2720.00,570870.00,210.00,1.00 ,
2010-12-01,Zenith Finance Limited,,212,232.00,210.00,219.00,3760.00,824300.00,211.00,8.00 ,
2010-12-02,Zenith Finance Limited,,278,232.00,215.00,220.00,4600.00,1037710.00,219.00,1.00 ,
2010-12-05,Zenith Finance Limited,,207,229.00,220.00,221.00,3400.00,759190.00,220.00,1.00 ,
2010-12-06,Zenith Finance Limited,,183,225.00,214.00,225.00,3180.00,693100.00,221.00,4.00 ,
2010-12-07,Zenith Finance Limited,,206,230.00,215.00,230.00,3030.00,666830.00,225.00,5.00 ,
2010-12-08,Zenith Finance Limited,,83,230.00,213.00,214.00,1680.00,375490.00,230.00,-16.00 ,
2010-12-09,Zenith Finance Limited,,117,221.00,213.00,219.00,2030.00,443410.00,214.00,5.00 ,
2010-12-12,Zenith Finance Limited,,189,230.00,214.00,230.00,4330.00,966520.00,219.00,11.00 ,
2010-12-13,Zenith Finance Limited,,65,226.00,218.00,226.00,1550.00,344970.00,230.00,-4.00 ,
2010-12-14,Zenith Finance Limited,,150,226.00,212.00,226.00,2720.00,592690.00,226.00,0.00 ,
2010-12-15,Zenith Finance Limited,,218,226.00,214.00,225.00,3770.00,838580.00,226.00,-1.00 ,
2010-12-16,Zenith Finance Limited,,203,224.00,219.00,219.00,2490.00,550730.00,225.00,-6.00 ,
2010-12-19,Zenith Finance Limited,,87,223.00,214.00,221.00,1390.00,305140.00,219.00,2.00 ,
2010-12-20,Zenith Finance Limited,,262,220.00,210.00,220.00,3880.00,837290.00,221.00,-1.00 ,
2010-12-22,Zenith Finance Limited,,408,224.00,210.00,224.00,6860.00,1513620.00,220.00,4.00 ,
2010-12-23,Zenith Finance Limited,,600,228.00,219.00,228.00,8270.00,1852490.00,224.00,4.00 ,
2010-12-26,Zenith Finance Limited,,237,239.00,223.00,224.00,4420.00,1002040.00,228.00,-4.00 ,
2010-12-27,Zenith Finance Limited,,784,235.00,220.00,225.00,10850.00,2436180.00,224.00,1.00 ,
2010-12-28,Zenith Finance Limited,,708,225.00,219.00,220.00,9740.00,2160640.00,225.00,-5.00 ,
2010-12-29,Zenith Finance Limited,,827,231.00,213.00,231.00,10680.00,2327530.00,220.00,11.00 ,
2011-01-02,Yeti Finance Ltd. Promoter Share,,2,130.00,130.00,130.00,39652.00,5154760.00,146.00,-16.00 ,
2011-01-03,Zenith Finance Limited,,6,193.00,187.00,187.00,90.00,17130.00,231.00,-44.00 ,
2011-01-04,Zenith Finance Limited,,1,185.00,185.00,185.00,10.00,1850.00,187.00,-2.00 ,
2011-01-05,Zenith Finance Limited,,5,182.00,182.00,182.00,50.00,9100.00,185.00,-3.00 ,
2011-01-06,Zenith Finance Limited,,1,182.00,182.00,182.00,10.00,1820.00,182.00,0.00 ,
2011-01-09,Zenith Finance Limited,,10,179.00,179.00,179.00,170.00,30430.00,182.00,-3.00 ,
2011-01-10,Unique Finance Ltd.,,143,168.00,165.00,168.00,1830.00,305320.00,165.00,3.00 ,
2011-01-11,Universal Finance Limited Promoter Share,,2,130.00,130.00,130.00,812.00,105560.00,130.00,0.00 ,
2011-01-12,Zenith Finance Limited,,1,179.00,179.00,179.00,10.00,1790.00,179.00,0.00 ,
2011-01-13,United Finance Ltd.,UFL,5,204.00,200.00,204.00,310.00,62248.00,200.00,4.00 ,Finance
2011-01-16,Zenith Finance Limited,,6,182.00,182.00,182.00,80.00,14560.00,179.00,3.00 ,
2011-01-17,Zenith Finance Limited,,6,179.00,173.00,173.00,60.00,10560.00,182.00,-9.00 ,
2011-01-18,Zenith Finance Limited,,1,174.00,174.00,174.00,10.00,1740.00,173.00,1.00 ,
2011-01-19,Zenith Finance Limited,,3,174.00,171.00,171.00,30.00,5160.00,174.00,-3.00 ,
2011-01-20,United Finance Ltd.,UFL,1,200.00,200.00,200.00,160.00,32000.00,200.00,0.00 ,Finance
2011-01-23,Universal Finance Ltd.,,4,179.00,170.00,170.00,41.00,7159.00,182.00,-12.00 ,
2011-01-24,Unique Finance Ltd.,,234,168.00,159.00,163.00,2640.00,430590.00,162.00,1.00 ,
2011-01-31,Zenith Finance Limited,,1,168.00,168.00,168.00,50.00,8400.00,171.00,-3.00 ,
2011-02-01,Zenith Finance Limited,,6,170.00,170.00,170.00,60.00,10200.00,168.00,2.00 ,
2011-02-02,United Finance Ltd.,UFL,2,204.00,200.00,204.00,193.00,39152.00,200.00,4.00 ,Finance
2011-02-03,Zenith Finance Limited,,4,173.00,173.00,173.00,80.00,13840.00,170.00,3.00 ,
2011-02-06,Unique Finance Ltd.,,22,157.00,144.00,146.00,610.00,89180.00,160.00,-14.00 ,
2011-02-07,United Finance Ltd.,UFL,1,200.00,200.00,200.00,31.00,6200.00,204.00,-4.00 ,Finance
2011-02-08,Unique Finance Ltd.,,17,147.00,145.00,147.00,190.00,27670.00,149.00,-2.00 ,
2011-02-09,United Finance Ltd.,UFL,1,204.00,204.00,204.00,25.00,5100.00,200.00,4.00 ,Finance
2011-02-10,Unique Finance Ltd.,,4,152.00,150.00,152.00,40.00,6020.00,149.00,3.00 ,
2011-02-13,United Finance Ltd.,UFL,1,205.00,205.00,205.00,62.00,12710.00,204.00,1.00 ,Finance
2011-02-14,Zenith Finance Limited,,1,173.00,173.00,173.00,20.00,3460.00,173.00,0.00 ,
2011-02-15,United Finance Ltd.,UFL,1,205.00,205.00,205.00,28.00,5740.00,205.00,0.00 ,Finance
2011-02-16,Unique Finance Ltd.,,21,144.00,142.00,142.00,320.00,45790.00,145.00,-3.00 ,
2011-02-17,United Finance Ltd.,UFL,1,201.00,201.00,201.00,64.00,12864.00,205.00,-4.00 ,Finance
2011-02-20,Zenith Finance Limited,,5,175.00,172.00,175.00,120.00,20880.00,173.00,2.00 ,
2011-02-21,Zenith Finance Limited,,5,172.00,172.00,172.00,90.00,15480.00,175.00,-3.00 ,
2011-02-22,Zenith Finance Limited,,2,173.00,170.00,173.00,30.00,5160.00,172.00,1.00 ,
2011-02-23,Zenith Finance Limited,,2,171.00,168.00,168.00,120.00,20340.00,173.00,-5.00 ,
2011-02-24,Zenith Finance Limited,,2,174.00,171.00,174.00,30.00,5160.00,168.00,6.00 ,
2011-02-27,Zenith Finance Limited,,37,171.00,165.00,165.00,790.00,134610.00,174.00,-9.00 ,
2011-02-28,Zenith Finance Limited,,7,174.00,168.00,168.00,260.00,44220.00,165.00,3.00 ,
2011-03-01,Zenith Finance Limited,,2,168.00,165.00,165.00,110.00,18330.00,168.00,-3.00 ,
2011-03-03,Unique Finance Ltd.,,142,130.00,126.00,130.00,1780.00,229770.00,130.00,0.00 ,
2011-03-07,Zenith Finance Limited,,7,162.00,160.00,160.00,150.00,24100.00,165.00,-5.00 ,
2011-03-09,Zenith Finance Limited,,1,157.00,157.00,157.00,12.00,1884.00,160.00,-3.00 ,
2011-03-10,Zenith Finance Limited,,11,154.00,150.00,150.00,294.00,44668.00,157.00,-7.00 ,
2011-03-13,Zenith Finance Limited,,12,150.00,143.00,143.00,404.00,59056.00,150.00,-7.00 ,
2011-03-14,Zenith Finance Limited,,19,144.00,138.00,138.00,292.00,41284.00,143.00,-5.00 ,
2011-03-15,Zenith Finance Limited,,8,136.00,133.00,135.00,476.00,63874.00,138.00,-3.00 ,
2011-03-16,Zenith Finance Limited,,6,135.00,135.00,135.00,72.00,9720.00,135.00,0.00 ,
2011-03-17,Zenith Finance Limited,,5,137.00,135.00,137.00,90.00,12270.00,135.00,2.00 ,
2011-03-20,Zenith Finance Limited,,10,137.00,135.00,135.00,172.00,23352.00,137.00,-2.00 ,
2011-03-21,Zenith Finance Limited,,1,137.00,137.00,137.00,84.00,11508.00,135.00,2.00 ,
2011-03-22,Valley Finance Limited,,6,247.00,227.00,227.00,60.00,14220.00,252.00,-25.00 ,
2011-03-23,Western Development Bank Limited,,1,324.00,324.00,324.00,20.00,6480.00,330.00,-6.00 ,
2011-03-24,Zenith Finance Limited,,19,143.00,139.00,140.00,438.00,62058.00,137.00,3.00 ,
2011-03-27,Zenith Finance Limited,,1,140.00,140.00,140.00,12.00,1680.00,140.00,0.00 ,
2011-03-28,Zenith Finance Limited,,11,142.00,139.00,140.00,482.00,67528.00,140.00,0.00 ,
2011-03-29,Zenith Finance Limited,,6,139.00,135.00,135.00,456.00,62084.00,140.00,-5.00 ,
2011-03-30,Zenith Finance Limited,,17,138.00,136.00,136.00,480.00,65424.00,135.00,1.00 ,
2011-03-31,Zenith Finance Limited,,11,135.00,133.00,135.00,168.00,22584.00,136.00,-1.00 ,
2011-04-04,Zenith Finance Limited,,29,139.00,137.00,137.00,398.00,54670.00,135.00,2.00 ,
2011-04-05,Zenith Finance Limited,,8,135.00,133.00,135.00,188.00,25308.00,137.00,-2.00 ,
2011-04-06,Zenith Finance Limited,,19,138.00,135.00,137.00,396.00,53952.00,135.00,2.00 ,
2011-04-07,Zenith Finance Limited,,16,137.00,135.00,135.00,420.00,56820.00,137.00,-2.00 ,
2011-04-10,Zenith Finance Limited,,9,134.00,133.00,133.00,204.00,27312.00,135.00,-2.00 ,
2011-04-11,Zenith Finance Limited,,7,133.00,132.00,133.00,168.00,22236.00,133.00,0.00 ,
2011-04-13,Zenith Finance Limited,,3,131.00,127.00,127.00,48.00,6216.00,133.00,-6.00 ,
2011-04-17,Zenith Finance Limited,,7,125.00,121.00,121.00,144.00,17616.00,127.00,-6.00 ,
2011-04-18,Zenith Finance Limited,,26,125.00,120.00,120.00,360.00,44436.00,121.00,-1.00 ,
2011-04-19,Zenith Finance Limited,,34,127.00,122.00,127.00,406.00,50030.00,120.00,7.00 ,
2011-04-20,Zenith Finance Limited,,37,132.00,127.00,132.00,468.00,59544.00,127.00,5.00 ,
2011-04-21,Zenith Finance Limited,,34,134.00,126.00,126.00,480.00,63300.00,132.00,-6.00 ,
2011-04-25,Zenith Finance Limited,,20,126.00,126.00,126.00,240.00,30240.00,126.00,0.00 ,
2011-04-26,Union Finance Co. Ltd.,,3,138.00,134.00,134.00,81.00,11016.00,140.00,-6.00 ,
2011-04-27,Zenith Finance Limited,,89,126.00,115.00,124.00,1738.00,212808.00,126.00,-2.00 ,
2011-04-28,Zenith Finance Limited,,12,126.00,125.00,126.00,736.00,92120.00,124.00,2.00 ,
2011-05-02,Zenith Finance Limited,,55,126.00,120.00,126.00,1024.00,124864.00,126.00,0.00 ,
2011-05-03,Zenith Finance Limited,,47,128.00,114.00,114.00,1536.00,178738.00,126.00,-12.00 ,
2011-05-04,Zenith Finance Limited,,271,121.00,103.00,119.00,4920.00,541126.00,114.00,5.00 ,
2011-05-05,Zenith Finance Limited,,108,117.00,108.00,111.00,2980.00,331178.00,119.00,-8.00 ,
2011-05-08,Zenith Finance Limited,,15,110.00,108.00,108.00,292.00,32056.00,111.00,-3.00 ,
2011-05-09,Zenith Finance Limited,,18,106.00,106.00,106.00,216.00,22896.00,108.00,-2.00 ,
2011-05-10,Zenith Finance Limited,,28,108.00,98.00,108.00,416.00,43260.00,106.00,2.00 ,
2011-05-11,Zenith Finance Limited,,5,110.00,109.00,109.00,404.00,44216.00,108.00,1.00 ,
2011-05-12,Zenith Finance Limited,,14,119.00,111.00,119.00,236.00,27532.00,109.00,10.00 ,
2011-05-15,Zenith Finance Limited,,9,120.00,116.00,118.00,170.00,20100.00,119.00,-1.00 ,
2011-05-16,Zenith Finance Limited,,6,121.00,120.00,121.00,148.00,17848.00,118.00,3.00 ,
2011-05-18,Zenith Finance Limited,,4,126.00,123.00,126.00,102.00,12666.00,121.00,5.00 ,
2011-05-19,Western Development Bank Limited,,6,185.00,185.00,185.00,90.00,16650.00,188.00,-3.00 ,
2011-05-22,Zenith Finance Limited,,1,128.00,128.00,128.00,36.00,4608.00,126.00,2.00 ,
2011-05-23,Valley Finance Limited,,21,119.00,117.00,117.00,280.00,32900.00,118.00,-1.00 ,
2011-05-24,Zenith Finance Limited,,4,126.00,122.00,122.00,84.00,10344.00,128.00,-6.00 ,
2011-05-25,Zenith Finance Limited,,33,121.00,118.00,120.00,1216.00,145942.00,122.00,-2.00 ,
2011-05-26,Zenith Finance Limited,,1,120.00,120.00,120.00,80.00,9600.00,120.00,0.00 ,
2011-05-30,Zenith Finance Limited,,16,122.00,114.00,120.00,348.00,40956.00,120.00,0.00 ,
2011-05-31,Valley Finance Limited,,128,124.00,119.00,119.00,2070.00,250800.00,120.00,-1.00 ,
2011-06-01,Valley Finance Limited,,43,118.00,114.00,114.00,440.00,51820.00,119.00,-5.00 ,
2011-06-02,Zenith Finance Limited,,1,118.00,118.00,118.00,10.00,1180.00,120.00,-2.00 ,
2011-06-05,Zenith Finance Limited,,6,116.00,114.00,114.00,132.00,15072.00,118.00,-4.00 ,
2011-06-06,Western Development Bank Limited,,2,179.00,176.00,176.00,20.00,3550.00,182.00,-6.00 ,
2011-06-07,Zenith Finance Limited,,24,112.00,106.00,112.00,404.00,43928.00,114.00,-2.00 ,
2011-06-08,Western Development Bank Limited,,1,156.00,156.00,156.00,10.00,1560.00,164.00,-8.00 ,
2011-06-09,Valley Finance Limited,,31,107.00,105.00,105.00,350.00,36930.00,104.00,1.00 ,
2011-06-12,Valley Finance Limited,,73,105.00,102.00,104.00,1010.00,105300.00,105.00,-1.00 ,
2011-06-13,Valley Finance Limited,,67,103.00,98.00,98.00,870.00,87260.00,104.00,-6.00 ,
2011-06-14,Valley Finance Limited,,170,101.00,98.00,100.00,2600.00,255380.00,98.00,2.00 ,
2011-06-15,Valley Finance Limited,,18,102.00,98.00,100.00,190.00,18970.00,100.00,0.00 ,
2011-06-16,Valley Finance Limited,,42,103.00,98.00,103.00,430.00,43920.00,100.00,3.00 ,
2011-06-19,Zenith Finance Limited,,20,114.00,110.00,114.00,618.00,68948.00,112.00,2.00 ,
2011-06-20,Zenith Finance Limited,,60,115.00,107.00,110.00,4286.00,474664.00,114.00,-4.00 ,
2011-06-21,Zenith Finance Limited,,26,119.00,108.00,119.00,1676.00,190600.00,110.00,9.00 ,
2011-06-23,Zenith Finance Limited,,1,121.00,121.00,121.00,50.00,6050.00,119.00,2.00 ,
2011-06-26,Valley Finance Limited,,11,107.00,105.00,105.00,160.00,17000.00,105.00,0.00 ,
2011-06-27,Valley Finance Limited,,4,106.00,106.00,106.00,80.00,8480.00,105.00,1.00 ,
2011-06-29,Zenith Finance Limited,,3,119.00,118.00,118.00,160.00,18940.00,121.00,-3.00 ,
2011-06-30,Valley Finance Limited,,1,104.00,104.00,104.00,10.00,1040.00,106.00,-2.00 ,
2011-07-03,Western Development Bank Limited,,1,149.00,149.00,149.00,10.00,1490.00,156.00,-7.00 ,
2011-07-04,Zenith Finance Limited,,4,116.00,114.00,114.00,74.00,8500.00,118.00,-4.00 ,
2011-07-05,Zenith Finance Limited,,5,112.00,106.00,106.00,96.00,10368.00,114.00,-8.00 ,
2011-07-06,Zenith Finance Limited,,7,110.00,108.00,108.00,270.00,29328.00,106.00,2.00 ,
2011-07-07,Zenith Finance Limited,,2,110.00,110.00,110.00,24.00,2640.00,108.00,2.00 ,
2011-07-10,Zenith Finance Limited,,4,111.00,111.00,111.00,144.00,15984.00,110.00,1.00 ,
2011-07-11,Zenith Finance Limited,,1,110.00,110.00,110.00,12.00,1320.00,111.00,-1.00 ,
2011-07-12,Zenith Finance Limited,,3,112.00,112.00,112.00,90.00,10080.00,110.00,2.00 ,
2011-07-13,Zenith Finance Limited,,14,112.00,110.00,112.00,486.00,54000.00,112.00,0.00 ,
2011-07-14,Valley Finance Limited,,68,112.00,112.00,112.00,700.00,78400.00,111.00,1.00 ,
2011-07-17,Valley Finance Limited,,15,112.00,112.00,112.00,150.00,16800.00,112.00,0.00 ,
2011-07-18,Valley Finance Limited,,5,114.00,114.00,114.00,100.00,11400.00,112.00,2.00 ,
2011-07-19,Zenith Finance Limited,,7,110.00,107.00,109.00,168.00,18336.00,112.00,-3.00 ,
2011-07-20,Zenith Finance Limited,,5,110.00,108.00,110.00,146.00,15962.00,109.00,1.00 ,
2011-07-21,Zenith Finance Limited,,5,112.00,110.00,110.00,96.00,10704.00,110.00,0.00 ,
2011-07-24,Zenith Finance Limited,,3,110.00,110.00,110.00,108.00,11880.00,110.00,0.00 ,
2011-07-25,Valley Finance Limited,,2,108.00,106.00,108.00,30.00,3220.00,108.00,0.00 ,
2011-07-26,Valley Finance Limited,,32,109.00,107.00,109.00,840.00,91320.00,108.00,1.00 ,
2011-07-27,Zenith Finance Limited,,3,112.00,110.00,110.00,68.00,7576.00,110.00,0.00 ,
2011-07-28,Zenith Finance Limited,,5,108.00,106.00,108.00,94.00,10056.00,110.00,-2.00 ,
2011-07-31,Zenith Finance Limited,,30,106.00,105.00,106.00,672.00,71064.00,108.00,-2.00 ,
2011-08-01,Zenith Finance Limited,,6,104.00,104.00,104.00,360.00,37440.00,106.00,-2.00 ,
2011-08-02,Zenith Finance Limited,,24,105.00,100.00,104.00,1120.00,114136.00,104.00,0.00 ,
2011-08-03,Zenith Finance Limited,,25,110.00,104.00,106.00,396.00,41748.00,104.00,2.00 ,
2011-08-04,Zenith Finance Limited,,24,105.00,102.00,102.00,300.00,31116.00,106.00,-4.00 ,
2011-08-07,Zenith Finance Limited,,4,107.00,104.00,107.00,72.00,7536.00,102.00,5.00 ,
2011-08-08,Zenith Finance Limited,,22,107.00,103.00,105.00,480.00,49872.00,107.00,-2.00 ,
2011-08-09,Zenith Finance Limited,,5,109.00,105.00,107.00,144.00,15384.00,105.00,2.00 ,
2011-08-10,Valley Finance Limited,,5,108.00,108.00,108.00,60.00,6480.00,108.00,0.00 ,
2011-08-11,Zenith Finance Limited,,57,105.00,103.00,104.00,1472.00,154256.00,107.00,-3.00 ,
2011-08-15,Zenith Finance Limited,,11,106.00,104.00,106.00,144.00,15048.00,104.00,2.00 ,
2011-08-16,Zenith Finance Limited,,21,112.00,106.00,112.00,784.00,86008.00,106.00,6.00 ,
2011-08-17,Zenith Finance Limited,,8,110.00,102.00,102.00,204.00,21432.00,112.00,-10.00 ,
2011-08-18,Zenith Finance Limited,,12,105.00,101.00,104.00,324.00,33456.00,102.00,2.00 ,
2011-08-22,Zenith Finance Limited,,6,102.00,99.00,99.00,168.00,16692.00,104.00,-5.00 ,
2011-08-23,Zenith Finance Limited,,13,99.00,98.00,99.00,168.00,16608.00,99.00,0.00 ,
2011-08-24,Zenith Finance Limited,,15,102.00,100.00,101.00,286.00,28992.00,99.00,2.00 ,
2011-08-25,Zenith Finance Limited,,20,102.00,100.00,100.00,240.00,24264.00,101.00,-1.00 ,
2011-08-28,Zenith Finance Limited,,17,102.00,100.00,102.00,456.00,45672.00,100.00,2.00 ,
2011-08-29,Valley Finance Limited,,70,110.00,108.00,110.00,700.00,75630.00,108.00,2.00 ,
2011-08-30,Zenith Finance Limited,,4,108.00,104.00,108.00,636.00,68544.00,102.00,6.00 ,
2011-09-01,Zenith Finance Limited,,6,106.00,105.00,105.00,132.00,13980.00,108.00,-3.00 ,
2011-09-04,Zenith Finance Limited,,16,103.00,100.00,100.00,498.00,50678.00,105.00,-5.00 ,
2011-09-05,Zenith Finance Limited,,30,102.00,100.00,100.00,1088.00,110496.00,100.00,0.00 ,
2011-09-06,Zenith Finance Limited,,16,103.00,100.00,101.00,360.00,36720.00,100.00,1.00 ,
2011-09-07,Zenith Finance Limited,,11,103.00,101.00,103.00,324.00,32796.00,101.00,2.00 ,
2011-09-08,Zenith Finance Limited,,36,103.00,101.00,101.00,660.00,67836.00,103.00,-2.00 ,
2011-09-12,Zenith Finance Limited,,23,104.00,100.00,104.00,582.00,58596.00,101.00,3.00 ,
2011-09-13,Zenith Finance Limited,,47,102.00,98.00,100.00,3720.00,372096.00,104.00,-4.00 ,
2011-09-14,Zenith Finance Limited,,4,100.00,98.00,98.00,68.00,6700.00,100.00,-2.00 ,
2011-09-15,Zenith Finance Limited,,19,100.00,96.00,100.00,418.00,40552.00,98.00,2.00 ,
2011-09-18,Zenith Finance Limited,,4,101.00,99.00,100.00,158.00,15774.00,100.00,0.00 ,
